pos,envo_biome_2,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19
"(9.1500000000000004, -79.739999999999995)",forest biome,5.126102152388559e-06,0.09371957368011839,5.126102201384085e-06,5.126102112752558e-06,5.126102140776225e-06,0.0008372611417627995,5.1261022161652124e-06,5.126102125998232e-06,5.126102196031502e-06,5.1261021336502265e-06,5.126102113379226e-06,5.1261021619238e-06,5.126102128926431e-06,5.126102181885242e-06,0.5134920814284857,5.126102164752207e-06,5.126102186216971e-06,5.126102144838678e-06,0.39186906611512695,5.12610214486982e-06
"(9.1600000000000001, -79.75)",forest biome,4.588840026058684e-06,0.09119034856855149,4.588840055132144e-06,4.588840013330416e-06,4.588839994557235e-06,0.0064759817100885795,0.002463109935335457,4.588839976661313e-06,4.588839972741715e-06,4.588840005884091e-06,4.588839945690445e-06,4.588840011225822e-06,4.5888399642417234e-06,4.588840039912414e-06,0.7188156442472359,4.5888399990913186e-06,4.588840077731701e-06,4.588839964918952e-06,0.1809860829387253,4.588840016068676e-06
"(9.1600000000000001, -79.739999999999995)",forest biome,0.006211954731550694,0.009072546336913082,0.002765546803979177,5.4054054286829726e-06,5.40540559808968e-06,0.00675424438607998,0.08620301457508543,5.405405444052891e-06,5.405405456122903e-06,5.405405526013932e-06,5.405405412353347e-06,5.405405497800865e-06,5.405405452022792e-06,5.4054054595645716e-06,0.8578381479108409,5.405405507628666e-06,5.405405556571001e-06,5.405405448729679e-06,0.031084274984271958,5.405405491334973e-06
"(9.1699999999999999, -79.829999999999998)",forest biome,0.013606461080917115,5.48065337413866e-06,5.480653446662412e-06,5.480653336287854e-06,5.480653391605493e-06,5.480653412726333e-06,0.0579297125869332,5.480653345246721e-06,5.480653345726995e-06,0.03614595952278605,5.48065333113512e-06,5.4806533614137015e-06,5.480653352049979e-06,5.480653324026906e-06,0.8910605783932554,5.480653377126192e-06,5.48065358029632e-06,5.480653312668538e-06,0.0003144140007679586,0.0008661452680494367
"(9.1799999999999997, -79.829999999999998)",forest biome,0.002688426636633618,0.021009365230006634,4.394445529510049e-06,4.394445432002252e-06,4.394445465525491e-06,4.394445543518887e-06,0.0850395312647894,4.394445484039773e-06,4.394445564691589e-06,0.000541608469329499,4.394445462276891e-06,4.394445477882578e-06,4.394445452844438e-06,4.394445479583189e-06,0.8390702764873709,4.3944454927285645e-06,0.0007013481488250338,4.394445449408679e-06,0.05089231597172924,4.394445481778595e-06
"(9.1899999999999995, -79.769999999999996)",forest biome,0.11610448375693742,5.731316015971391e-06,5.731316074126269e-06,5.731315924145074e-06,5.731315953424807e-06,5.731316035122736e-06,0.028898263038758004,5.73131597837755e-06,5.731315953038681e-06,0.16402307956227258,5.731315916855716e-06,5.7313159521851546e-06,5.731315944850676e-06,5.731315956947778e-06,0.6776984854214474,5.7313159885742515e-06,0.011473179579683905,5.731315962220679e-06,0.001722270217245435,5.731315999487881e-06
"(9.1999999999999993, -79.780000000000001)",forest biome,5.6268288291479025e-06,0.023071882467364607,0.00048756781968724625,5.626828745623624e-06,5.626828791308638e-06,5.626828871378359e-06,0.05454706614707702,5.626828763593175e-06,5.626828810830701e-06,5.626828831104126e-06,5.6268287483117926e-06,5.6268288204082114e-06,5.626828793377069e-06,5.626828801287049e-06,0.817106433467282,5.6268287845062134e-06,5.626828873540312e-06,5.626828755196409e-06,0.10470264766654828,5.626828821535867e-06
"(9.1999999999999993, -79.370000000000005)",forest biome,5.4135990601401184e-06,0.03093103239742459,0.02099381665063435,5.4135989826439035e-06,0.00026827186929568567,5.413599104816732e-06,0.06974538764513812,5.413599000690913e-06,5.4135990551475224e-06,0.0011646161322014978,5.413598997044541e-06,5.413599040902932e-06,5.413598981282685e-06,5.413599025767309e-06,0.7427136868479474,5.413599050332197e-06,5.413599119384567e-06,5.413599015160391e-06,0.1336401313542482,0.0004780939146769208
"(9.2100000000000009, -79.379999999999995)",forest biome,0.006856092684097661,0.0010393590415310333,5.796429543122484e-06,5.796429415621778e-06,5.796429468430682e-06,0.0011649712070553712,0.10873974441576903,5.79642944907678e-06,5.7964294401119195e-06,0.012525150249335483,5.796429413825371e-06,5.796429483425733e-06,5.796429443922832e-06,5.796429526614814e-06,0.8154851034049784,5.796429489991701e-06,0.006819017116055694,5.7964294752628085e-06,0.04730100472750823,5.796429519912872e-06
"(9.25, -79.959999999999994)",forest biome,4.808617154940243e-06,0.03535594225737743,0.0057630706481797325,4.808617076039024e-06,4.808617090278382e-06,4.808617154245036e-06,0.09195239162186797,4.808617080170566e-06,4.8086170752526405e-06,4.808617166468747e-06,4.8086170626968865e-06,4.808617125272411e-06,4.808617063409768e-06,4.808617239870005e-06,0.7858628913398783,4.808617109093631e-06,0.004381463098865616,4.8086170863463445e-06,0.050287479068762776,0.02633424994258381
"(9.25, -79.950000000000003)",forest biome,0.0033616948123738545,4.848720065299901e-06,0.007451289894478196,4.8487199612363465e-06,4.848720021327124e-06,4.848720070882769e-06,0.158008298416436,4.848720022784339e-06,4.8487204007522925e-06,0.0017132716940485104,4.848720099671566e-06,4.848720013538586e-06,4.848719994858157e-06,4.848719957112634e-06,0.7886530780033619,4.848720056118558e-06,0.0008621510734145953,4.848719983383749e-06,0.00927115940796898,0.030620872057270883
"(9.3200000000000003, -79.969999999999999)",forest biome,5.23779604346503e-06,0.06291498385857035,5.237796037424855e-06,5.2377959597707885e-06,5.237795980385935e-06,5.237796051549386e-06,0.017607616872429233,5.237795987680363e-06,5.237795982719717e-06,5.237796003239788e-06,5.237795967338611e-06,5.237796010862689e-06,5.237795957616265e-06,5.2377959867533025e-06,0.686120623214872,5.2377960020612055e-06,5.237796010254391e-06,5.237795960239698e-06,0.2332729713181911,5.23779599601101e-06
"(9.3300000000000001, -79.959999999999994)",forest biome,0.011503739075687705,6.075334252767363e-06,0.008025942301600463,6.0753341533092845e-06,0.0005145431088367091,6.0753342682109556e-06,0.04028184213391167,6.075334688100151e-06,6.0753342746359495e-06,0.04496694630926519,6.0753341643205265e-06,6.0753342865158915e-06,6.0753341876772e-06,6.07533416552976e-06,0.8832054770660226,6.075334236309554e-06,0.0021463069132460324,6.075334207796472e-06,0.0005966061395005623,0.008691768275044118
"(13.26, -86.239999999999995)",cropland biome,0.04723926694748685,2.388620459616555e-05,0.005365422194609107,7.455642749019211e-08,3.424134736231527e-05,0.0001686586072505838,0.16834151944725198,0.00028251244849769727,1.3844099081363531e-05,0.07757608169566481,7.455642728916328e-08,7.455642803093742e-08,7.455642752763221e-08,7.45564275154448e-08,0.7004628934662597,7.45564281947405e-08,0.00034515188549706123,7.455642747994664e-08,0.000145925205021138,7.455642782185031e-08
"(18.129999999999999, -66.930000000000007)",forest biome,1.883843711817607e-08,1.883843717179932e-08,1.8838437184068554e-08,1.883843705663977e-08,1.8838437079554466e-08,1.8838437231260343e-08,1.883843725168479e-08,1.8838437067613095e-08,1.8838437136486297e-08,1.8838437094180277e-08,1.8838437269279066e-08,1.8838437258146026e-08,1.883843706936183e-08,1.883843717699615e-08,1.883843723443954e-08,1.883843708515132e-08,1.8838437099257835e-08,1.8838437086130443e-08,0.9999996420696942,1.883843710732244e-08
"(18.300000000000001, -65.829999999999998)",forest biome,3.0303397984083925e-07,0.10464791644460954,3.030339824600172e-07,3.0303397759658247e-07,3.030339794547588e-07,3.0303398043022356e-07,3.030339834860093e-07,3.0303397730255795e-07,3.0303397850621094e-07,3.030339784751529e-07,3.03033976220278e-07,3.03033978014342e-07,3.030339776873873e-07,3.030339829578643e-07,0.038492050779698306,3.030339806903941e-07,3.0303398048864163e-07,3.030339833610134e-07,0.8523556910005965,0.004499493231418708
"(19.390000000000001, -155.25)",forest biome,4.372578691557174e-07,4.3725787258665464e-07,4.3725787228143866e-07,4.372578694203162e-07,4.3725786857496896e-07,4.3725787050502935e-07,0.008615762106025288,4.37257868798896e-07,4.3725788214330403e-07,4.372578697236802e-07,0.9913763672522647,4.3725787458051197e-07,4.3725786857723276e-07,4.372578688728438e-07,4.372579007890356e-07,4.3725786905534115e-07,4.372578691832426e-07,4.372578720524726e-07,4.372578747946086e-07,4.372578687541155e-07
"(19.93, -155.28999999999999)",forest biome,5.901863903875639e-07,0.40855510106044796,0.5127630763798912,5.901863824760459e-07,5.901863885848663e-07,5.90186394949685e-07,5.901863946207374e-07,5.901863832762331e-07,5.901863849422428e-07,5.901863842435906e-07,3.982291591381649e-05,7.170734637547676e-05,5.901863824037491e-07,0.009820649298827578,5.901863913162591e-07,5.901863914002186e-07,5.901863928024476e-07,0.0004573257630456126,0.06828464481244514,5.901863919026459e-07
"(20.079999999999998, -155.69999999999999)",grassland biome,0.13281881916980187,0.2311896049826326,0.05457920765360515,1.2718115791482107e-07,1.2718115823495524e-07,0.004639023252476637,0.021556663099743953,0.010959884745918757,0.0019529509421825784,1.2718115885532153e-07,1.2718115901050628e-07,1.2718115965160762e-07,1.2718115936703703e-07,1.2718115886691167e-07,0.0786765280273124,1.2718115849294196e-07,1.2718115804806658e-07,1.271811594525207e-07,0.4636259191335791,1.2718115908673422e-07
"(20.09, -155.84)",shrubland biome,0.8777992071717772,1.1804870256805613e-07,1.1804870325288916e-07,1.1804870246893067e-07,1.1804870236162592e-07,1.180487038567246e-07,1.1804870482397114e-07,1.1804870458783536e-07,1.1804870354889157e-07,1.180487048759597e-07,1.1804870331211353e-07,1.1804870350261955e-07,0.0018113458832508722,1.1804870268429745e-07,0.12038744011701699,1.1804870236268178e-07,1.1804870243903694e-07,1.1804870250190107e-07,1.1804870333974977e-07,1.18048702487438e-07
"(20.09, -155.83000000000001)",shrubland biome,0.7666635668853852,0.0006867618859775039,1.691337666241182e-07,1.6913376508125085e-07,1.691337654258048e-07,1.6913376717021618e-07,1.6913376668730234e-07,0.010449562974626543,6.203821875401761e-06,0.012442595472909889,0.0003829612779307366,1.6913376725998905e-07,0.06691784037196041,1.6913376592514967e-07,0.14244847770414376,1.6913376526181477e-07,1.691337652220192e-07,1.6913376507440656e-07,1.6913376588343618e-07,1.6913376502382193e-07
"(20.100000000000001, -155.81)",shrubland biome,0.27180017990653715,1.8278862444421277e-07,1.827886264204431e-07,1.827886250763221e-07,1.8278862580533367e-07,1.8470686875077118e-05,1.8278862588824091e-07,0.000911737397054469,0.016111846327797438,0.5051918206930729,0.0006207637018440024,1.8278862593555858e-07,0.020956496996175966,1.8278862494775525e-07,0.1843864908271404,1.8278862506539997e-07,1.827886259389241e-07,1.8278862452163817e-07,1.8278862433574318e-07,1.8278862420455917e-07
"(20.100000000000001, -155.78999999999999)",shrubland biome,0.18910633425707346,1.219863596147891e-05,0.026278095681186015,2.1837780349907284e-07,2.1837780478677373e-07,0.004581896078968863,2.183778067508339e-07,2.1837780674578698e-07,0.026078105207997773,0.47164601483291,0.0001312683789788658,2.1837780691026757e-07,0.0020243639531189435,2.1837780403361726e-07,0.28013932081794923,2.1837780408511334e-07,2.1837780645964686e-07,2.1837780412833486e-07,2.1837780435720078e-07,2.1837780368244134e-07
"(20.109999999999999, -155.78999999999999)",shrubland biome,0.20562907427532412,1.2269908824066867e-07,0.07002352042809117,1.226990863515997e-07,1.226990871145693e-07,0.018072694979603895,1.2269908831213363e-07,1.226990873765674e-07,0.0489268891043012,0.0024560503927998282,1.2269908674654112e-07,7.027051675643349e-05,1.226990875434489e-07,1.2269908699193212e-07,0.6548199052149885,1.2269908751768918e-07,1.2269908801854757e-07,1.2269908660314794e-07,1.2269908705557616e-07,1.2269908678586078e-07
"(20.109999999999999, -155.78)",shrubland biome,0.2660362737142241,0.004118282501916421,0.11938506495193556,4.984910720700775e-08,4.984910776419473e-08,0.4815148359794066,0.043669349627176786,4.9849107425469285e-08,0.004224852431100407,0.026034352822033344,4.9849107295648065e-08,4.984910755608384e-08,4.9849107373013686e-08,4.9849107199344224e-08,0.05204489168742739,4.984910777669719e-08,0.0028075039854042277,0.0001640938083004389,4.9849107209772755e-08,4.9849107701834615e-08
"(20.109999999999999, -155.77000000000001)",shrubland biome,0.21600434303042812,0.09087444776795582,0.09989142341505369,9.085771538795478e-08,9.085771602241941e-08,0.4293559703631211,0.06155630113754302,9.085771539213106e-08,9.085771599671245e-08,7.959724402765373e-05,9.085771530546425e-08,9.085771633357876e-08,9.085771551000631e-08,9.085771599779756e-08,0.09950457438596975,9.085771674244589e-08,0.0027322523633094677,9.085771611056076e-08,9.085771557633704e-08,9.08577170339435e-08
"(20.109999999999999, -155.72999999999999)",shrubland biome,5.9134437965325905e-08,7.647967065242529e-05,5.913443856623531e-08,5.913443752333051e-08,5.9134437913685694e-08,5.9134438206234754e-08,5.913443784875392e-08,5.91344377197189e-08,0.00037366726129047157,5.9134437736485866e-08,5.913443749451822e-08,5.91344382079244e-08,5.913443769297256e-08,0.010120816093960152,5.913443768111915e-08,5.913443836798164e-08,5.913443810482862e-08,5.9134438855218024e-08,0.989428090823089,5.9134437975358137e-08
"(20.120000000000001, -155.77000000000001)",shrubland biome,6.42773510062098e-08,0.9534561810024074,0.0146063566908369,6.427734928023191e-08,6.427735018362238e-08,0.0005297721686131058,0.03140666170054174,6.427734947805889e-08,6.427735050807461e-08,6.427734991886213e-08,6.427734939869201e-08,6.427735044812586e-08,6.42773497960998e-08,6.427735017099045e-08,6.427735052780092e-08,6.427734998328117e-08,6.42773505154314e-08,6.427734970748035e-08,6.42773502685771e-08,6.427734990881427e-08
"(20.120000000000001, -155.75999999999999)",shrubland biome,9.282344955038234e-08,0.99872599527969,9.282344956050506e-08,9.282344845208733e-08,9.282344905871915e-08,9.282344895482487e-08,9.282344978389476e-08,9.282344865342192e-08,9.282344904045629e-08,9.282344925913281e-08,9.282344851353701e-08,9.282344953210625e-08,9.282344893496968e-08,9.282344997109263e-08,9.282344907648256e-08,9.282344965025433e-08,9.282344878885518e-08,0.00038358126172346736,0.000888845459949704,9.282344976056553e-08
"(20.129999999999999, -155.75999999999999)",shrubland biome,1.5156889230184803e-07,0.9886512812021654,0.0003210077350224773,1.5156888990896063e-07,0.0001036458653650008,1.5156889069936673e-07,1.863914232724926e-05,1.5156889057800562e-07,1.515688923289315e-07,1.515688900938132e-07,1.5156888983758693e-07,1.0279859963072769e-05,1.5156889003393616e-07,0.009157501169646707,1.5156889105481876e-07,1.5156889163438482e-07,3.828199598817103e-05,2.401611021122183e-05,0.001673679661511744,1.5156889057909355e-07
"(26.890000000000001, 70.689999999999998)",desert biome,0.09079652341860724,1.3825522107015114e-06,1.3825522097789837e-06,1.3825521924853568e-06,1.3825521980640532e-06,0.01825460288292833,1.3825522108739228e-06,0.12658936579335,0.02157637727499822,0.7427623923470518,1.382552194331242e-06,1.3825522077852665e-06,1.3825522148057816e-06,1.3825522099334327e-06,1.3825522043204336e-06,1.3825521968289741e-06,1.3825521974182331e-06,1.3825521984809046e-06,1.3825521981611928e-06,1.382552220516492e-06
"(27.010000000000002, 75.879999999999995)",desert biome,0.03246456074991767,9.018271078736199e-07,9.018271115144755e-07,9.018271063187289e-07,9.018271068548442e-07,9.018271166193362e-07,9.018271126326204e-07,0.5655317250332835,9.018271173529121e-07,0.1454961284315539,9.018271095145391e-07,9.018271144438581e-07,0.04778065011774668,9.018271076852805e-07,0.2087134082608458,9.018271084973979e-07,9.018271080704747e-07,9.018271085123035e-07,9.018271080367732e-07,9.018271086292989e-07
"(29.690000000000001, -81.989999999999995)",forest biome,0.0015888309532914866,0.5845935025986746,0.12880681433583982,2.930798010995296e-07,2.9307980161371835e-07,2.930798065264849e-07,2.930798041405362e-07,1.61735191660816e-05,2.9307980427633815e-07,2.930798018879715e-07,0.0016152694387572574,0.0003280967890776872,0.002007404880200731,0.042351624139591315,0.15584254713488802,2.930798012653523e-07,2.930798010825895e-07,0.0014390414470984165,0.08140805704519136,2.930798011629419e-07
"(31.079999999999998, -97.390000000000001)",cropland biome,7.121180351577789e-09,7.121180291488366e-09,7.121180327882216e-09,7.121180294207327e-09,7.1211803134175934e-09,7.121180335349681e-09,7.121180373676523e-09,7.121180370577839e-09,7.12118034521634e-09,0.9999998646975733,7.121180322322933e-09,7.121180346694869e-09,7.121180976177045e-09,7.1211803127371456e-09,7.121180355935551e-09,7.121180317051268e-09,7.12118030693554e-09,7.121180291878102e-09,7.1211802952754315e-09,7.1211803108837994e-09
"(31.469999999999999, -96.870000000000005)",grassland biome,5.299136350922551e-07,5.299136278714632e-07,5.299136328758138e-07,5.299136295873865e-07,5.299136273261647e-07,5.299136308340048e-07,0.005001686620258386,5.299136301767985e-07,5.299136285332715e-07,0.9949887749343992,5.29913625436794e-07,5.299136303628704e-07,5.299136324552417e-07,5.299136272524972e-07,5.29913635906354e-07,5.299136312964496e-07,5.29913629437865e-07,5.299136271343038e-07,5.299136266158389e-07,5.299136341860663e-07
"(31.710000000000001, -106.47)",desert biome,2.016120923488319e-07,2.0161209184872085e-07,2.016120937767444e-07,2.016120911886509e-07,2.0161209163366e-07,2.0161209155693478e-07,2.0161209155128248e-07,0.5736040573458013,2.0161209288541009e-07,2.0161209388781865e-07,0.004739390051929859,2.0161209202888494e-07,0.42165312519668224,2.016121138116313e-07,2.01612092374013e-07,2.0161209115474197e-07,2.0161209197889208e-07,2.0161209216072335e-07,2.0161209134466901e-07,2.0161209095197043e-07
"(33.189999999999998, -117.23999999999999)",cropland biome,0.09710949540975208,4.150652150198026e-07,4.15065212712469e-07,0.0001348223972589343,0.00311088435498993,0.0007351048946480128,4.1506521681030563e-07,0.7746027727944065,0.03203079870083938,0.08289129329629649,4.150652134427959e-07,0.009379847369256306,4.1506521080201453e-07,4.150652123763881e-07,4.150652168168745e-07,4.150652120946146e-07,4.1506521299129623e-07,4.1506521016298355e-07,4.150652089878555e-07,4.150652102274854e-07
"(33.299999999999997, -96.230000000000004)",grassland biome,0.0036094307480635432,5.450185351872871e-06,5.450185415285586e-06,0.02708873601482756,5.450185340075016e-06,0.019075021855173645,0.07907468547227596,5.450185379829097e-06,5.4501853767251435e-06,0.8024548182791142,5.450185328579264e-06,5.450185394132469e-06,5.45018536769552e-06,5.4501853221461215e-06,0.06862100503534335,5.450185459305732e-06,5.450185465031633e-06,5.45018532499527e-06,5.450185324306369e-06,5.450185351570451e-06
"(33.310000000000002, -96.230000000000004)",grassland biome,6.468556469953896e-07,6.468556378482684e-07,6.468556462721195e-07,6.468556418206072e-07,6.46855637930392e-07,6.468556415610871e-07,0.10282355077017172,6.468556405707942e-07,6.468556411341006e-07,0.896880407707702,6.468556407195415e-07,6.468556434068153e-07,6.468556450976484e-07,6.468556365344305e-07,6.468556495882508e-07,0.00028504497621448217,6.468556425905114e-07,6.468556357961062e-07,6.468556379774714e-07,6.468556460784322e-07
"(33.670000000000002, -80.769999999999996)",forest biome,0.049086195088098604,0.03506884581291869,0.7779807258726612,1.639269021362612e-07,1.6392690415171785e-07,1.6392690522843135e-07,0.013911842916733022,1.639269048418076e-07,1.6392690450910834e-07,0.008212919831973243,1.6392690354752858e-07,1.6392690335185296e-07,0.0002165123775833324,0.10541611857287657,0.003310528591571025,1.6392690400117505e-07,1.6392690411993121e-07,1.639269027548638e-07,0.0067945077396422355,1.6392690334840596e-07
"(33.93, -97.230000000000004)",grassland biome,0.0016601064750087198,4.4032302247466876e-07,4.403230286253333e-07,2.0010268199892392e-05,4.4032302875211373e-07,0.08339266960406053,0.02501860277868975,4.403230288302131e-07,0.00486567330996823,0.8832596841076192,4.403230241315891e-07,4.4032303076444204e-07,0.001777529257106669,4.40323025354053e-07,4.40323031179466e-07,4.40323026404154e-07,4.403230314479002e-07,4.403230228470173e-07,4.4032302250440634e-07,4.403230235510807e-07
"(34.329999999999998, -106.73)",desert biome,2.6510010564455535e-07,2.651001053802032e-07,2.65100106837034e-07,2.6510010278713254e-07,2.6510010312205434e-07,2.6510010468738885e-07,2.651001051545476e-07,0.34360556393312125,2.651001099312686e-07,2.651001070288796e-07,0.0015750640730595085,2.651001074766615e-07,0.6548148652920076,2.651001041740113e-07,2.65100105118622e-07,2.651001179521243e-07,2.6510010354482765e-07,2.6510011456275027e-07,2.651001052760176e-07,2.65100102772337e-07
"(34.619999999999997, -81.670000000000002)",forest biome,0.018262446743886725,1.9338619690844493e-07,0.7330714410747485,1.9338619315684474e-07,1.933861943335036e-07,0.00176177802943345,0.05552026891036808,1.9338619478883993e-07,0.0005936605028453303,0.0104144083603624,1.9338619277248393e-07,1.9338619564632717e-07,1.9338619480033213e-07,0.020337190217260968,0.15657948229724333,1.933861943755486e-07,1.9338619466499829e-07,1.9338619353315488e-07,0.0034571966157119407,1.933861943418325e-07
"(34.68, -120.05)",forest biome,0.1369267725161095,1.1740396441337521e-06,0.005405290753849174,1.1740396496289718e-06,1.17403966431342e-06,1.1740396604621712e-06,0.0643689250225024,0.35033705004774607,0.023083747955220633,0.1861741012810201,1.1740396504765456e-06,0.15124012844994422,0.061830986744592545,1.174039659567267e-06,0.01999879910674379,1.1740396585929586e-06,1.1740396510159929e-06,1.174039646943109e-06,0.0006224577257328709,1.1740396536198598e-06
"(34.68, -120.03)",forest biome,0.08133685523150365,8.938148116519693e-07,8.938148226315918e-07,0.00040653631387797096,8.938148185479936e-07,8.938148202502797e-07,8.938148207365035e-07,0.06004699065973814,0.0006756680842440819,0.39153676134388704,8.938148150974376e-07,0.00999398367910043,0.44910333217652754,8.938148295621591e-07,8.938148176502227e-07,0.006889146733313312,8.938148189510073e-07,8.938148124664665e-07,8.938148107704108e-07,8.938148094048967e-07
"(34.700000000000003, -120.05)",forest biome,0.361057121599455,1.0308215700356479e-06,0.11401803177843119,1.0308215719704371e-06,1.0308215786710871e-06,1.030821587808268e-06,0.07208660429450905,0.0001790115213901027,0.07552026054861559,0.07079321018181939,1.0308215844653803e-06,0.2061504832555314,0.07241788853190971,1.0308215812474145e-06,0.016846375994337384,0.0007683925196852422,0.010153342380117414,1.0308215753289344e-06,1.0308215701297649e-06,1.0308215786894726e-06
"(34.899999999999999, -115.65000000000001)",desert biome,1.6307201671896305e-07,1.6307201677166507e-07,1.6307201636962273e-07,1.630720184966873e-07,1.630720204021341e-07,1.6307201697445608e-07,1.6307201638865098e-07,0.05753342350758209,1.630720171579734e-07,1.6307201752054354e-07,0.0009922897743902628,1.6307201709469725e-07,0.9414715144937361,1.6307201622556294e-07,1.630720171466848e-07,1.630720182102009e-07,1.630720167890681e-07,1.6307201616849537e-07,1.6307201679645764e-07,1.63072016217632e-07
"(34.899999999999999, -115.59999999999999)",desert biome,3.7391844415127667e-07,3.73918443501069e-07,3.739184450514847e-07,3.7391844368346873e-07,3.73918445277231e-07,3.7391845068729825e-07,3.7391844325700564e-07,0.38256327053714806,3.739184462007306e-07,3.739184456297032e-07,0.00202738245533045,3.571094166302201e-05,0.6147100340953495,3.2304847064870694e-05,8.720052695934423e-05,3.7391844277194503e-07,0.000522569419331112,3.739184421512655e-07,1.7040155819100088e-05,3.7391844230554455e-07
"(35.119999999999997, 138.94)",cropland biome,2.889483990334999e-09,2.889483975331054e-09,2.889484002908778e-09,2.8894839615470144e-09,2.8894839968720147e-09,2.8894839944502466e-09,3.4037884853259065e-06,2.8894839733833746e-09,2.88948399972784e-09,2.8894839827215266e-09,2.8894839684727706e-09,2.8894839948569705e-09,2.8885118033588863e-07,2.889483977564708e-09,2.889484053053192e-09,2.8894839905269554e-09,2.8894839875583457e-09,2.8894839820425436e-09,2.889483970280506e-09,0.9999962582391067
"(35.200000000000003, -115.87)",desert biome,1.844848269891811e-07,1.8448482664568385e-07,1.844848274475989e-07,1.8448482790162574e-07,1.8448482720166503e-07,1.8448482886628504e-07,1.8448482663461694e-07,0.9790660240614938,1.84484829561029e-07,1.8448482768898285e-07,0.002248370940580529,0.018682468755842275,1.844848471482154e-07,1.844848265990941e-07,1.844848274344637e-07,1.8448482661426446e-07,1.844848270032276e-07,1.8448482662311958e-07,1.8448482642503656e-07,1.8448482655957009e-07
"(35.369999999999997, -111.55)",desert biome,0.07974967192801204,6.098527866090655e-07,0.00969062579116895,6.098527882625127e-07,6.098527924870097e-07,6.098527939247316e-07,6.098527939693674e-07,0.11126887530872076,0.30553310997664995,6.098527930065732e-07,0.014215379409549485,0.25977235626620915,0.16479289635642536,0.04211132176661829,0.01285905481594464,6.098527927022631e-07,6.098527939445962e-07,6.098527883704468e-07,6.098527906158607e-07,6.098527873674808e-07
"(35.380000000000003, -105.93000000000001)",desert biome,1.6200104008870927e-07,1.6200103842692e-07,1.6200103869226772e-07,0.0001499662031986759,1.620010381958643e-07,1.6200103915915408e-07,1.6200103875859382e-07,0.059895417318759255,1.620010392480865e-07,0.03857470877383498,0.004168689131809488,1.6200103913400472e-07,0.8971888973592056,1.6200103994132995e-07,2.0053198650262126e-05,1.6200103836945732e-07,1.6200103815000475e-07,1.6200103746392788e-07,1.620010383392878e-07,1.6200103774136114e-07
"(35.899999999999999, -106.55)",desert biome,7.711170504766779e-07,7.711170436346399e-07,0.6298458587604476,7.711170553668376e-07,0.002138782393019965,7.71117054396482e-07,7.711170561976344e-07,7.711170594307716e-07,0.00869391418775557,7.711170465107066e-07,7.711170592595638e-07,0.07584716573259513,7.711170481952185e-07,0.28346271217040425,7.71117049375752e-07,7.711170557733258e-07,7.711170505625881e-07,7.711170546929878e-07,7.711170426588991e-07,7.711170509110077e-07
"(35.969999999999999, -79.079999999999998)",forest biome,1.2837432049810424e-07,0.0003002943881594626,0.8529191929642177,1.283743192286066e-07,1.2837431951764505e-07,1.2837432155595093e-07,0.07728178501345659,1.2837431952015356e-07,1.2837432038416563e-07,1.2837432024171936e-07,1.283743191083185e-07,1.283743221427349e-07,1.2837431947314816e-07,0.06231805338360101,0.0017725286771878746,1.2837431978353494e-07,1.283743199857506e-07,1.2837431996440172e-07,0.005406348332895931,1.28374319993898e-07
"(36.049999999999997, -111.77)",desert biome,0.16523742015925078,2.568000670854308e-07,0.0062174667046949504,2.568000689185808e-07,2.5680006929334054e-07,2.568000720579471e-07,0.027837177069989484,0.10437225474573776,0.130876971244498,0.15435104046621717,0.00022091953236150574,0.006220177022101508,0.3976644641467833,2.5680007108350497e-07,0.006999540907667374,2.568000718436962e-07,2.5680006903481465e-07,2.568000684850484e-07,2.56800072190589e-07,2.568000681045224e-07
"(36.450000000000003, -118.17)",grassland biome,4.6401560030941004e-07,4.6401559459170874e-07,0.14238600634630172,4.640155952395681e-07,0.0022979230239763755,0.0010025540927597572,4.640155971384471e-07,0.05593304028622672,0.009569907386209752,4.640155953920328e-07,0.018733693504815047,0.5849718814383913,0.02184282581238282,0.11990281833113722,0.027346061784046544,4.640155992463021e-07,4.640155972672503e-07,0.016009111853380276,4.640155957467892e-07,4.6401559764242257e-07
"(36.5, -118.7)",forest biome,0.14390024714169986,4.1869735257666547e-07,0.18217137087137886,4.186973518943692e-07,0.0003362385802968019,4.1869735876295355e-07,0.13626333050714562,0.011436774823776929,0.01708365368866242,4.186973582252644e-07,4.1869735475868015e-07,0.3985818582434702,0.023627519250302747,7.481528811477773e-05,0.08652000463159495,4.186973591272379e-07,4.186973576820996e-07,4.1869735614515646e-07,4.186973524412742e-07,4.1869735508947447e-07
"(36.619999999999997, -118.63)",forest biome,5.646463648982214e-07,0.14259310252612925,0.6628215994925525,5.646463625067957e-07,5.646463658614765e-07,5.646463689232228e-07,5.646463682613682e-07,5.646463638885791e-07,5.646463660102967e-07,5.646463634376953e-07,5.646463623325147e-07,5.646463668839004e-07,5.646463658916306e-07,0.124534417996556,5.646463697480039e-07,5.646463741331515e-07,5.64646365879768e-07,0.058513311598070196,0.011529098691191623,5.646463717875343e-07
