pos,envo_biome_2,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19
"(-6.9400000000000004, 36.119999999999997)",shrubland biome,4.6685777699421876e-07,4.6685776886483434e-07,4.668577723859867e-07,4.6685776977184474e-07,4.668577696740897e-07,4.6685777480275553e-07,4.6685777408474825e-07,0.20081124587610863,4.668577767617674e-07,0.19918438203198566,4.668577683891302e-07,4.668577763999608e-07,0.010503386917809221,4.668577705025173e-07,0.5894935154497473,4.6685777132655894e-07,4.6685777010067357e-07,4.66857769449626e-07,4.668577692580349e-07,4.6685777044750286e-07
"(-6.9299999999999997, 36.090000000000003)",shrubland biome,0.014315034697616438,7.992582944748708e-07,7.992582990984724e-07,0.23220350292022432,7.992582962720285e-07,7.992582984650563e-07,7.992582940067528e-07,0.06555213386853372,0.0005081691503500014,0.08078295937860552,7.99258291039436e-07,7.9925829563444e-07,7.992583063247928e-07,7.992582984780389e-07,0.6066270103685315,7.992582926465864e-07,7.99258296877541e-07,7.992582909486389e-07,7.992582927152286e-07,7.992582915888261e-07
"(-6.9299999999999997, 36.140000000000001)",shrubland biome,0.0023730386748494685,1.2803769500240188e-06,1.280376956115266e-06,1.2803769535448387e-06,1.2803769563404296e-06,1.2803769620131999e-06,1.2803769551915783e-06,0.17739230800829414,0.0030831753169034046,0.27398775783077717,1.2803769627846097e-06,1.2803769594552957e-06,1.2803769733997278e-06,1.2803769501545078e-06,0.5431445145148123,1.2803769558437465e-06,1.2803769800819235e-06,1.2803769472607466e-06,1.2803769510030523e-06,1.2803769504028106e-06
"(-6.9299999999999997, 36.170000000000002)",shrubland biome,0.044296873988735115,4.5638760448722634e-07,4.5638760943743204e-07,4.5638760297354183e-07,4.5638760702716474e-07,4.5638760871271896e-07,4.5638760933002556e-07,0.07543363111154763,4.5638761170930707e-07,0.1742112958732673,4.563876029897202e-07,4.563876129907533e-07,0.0025489649677459232,4.563876050192521e-07,0.7035023882446,4.563876064202442e-07,4.563876074973861e-07,4.5638760665691246e-07,4.563876049947731e-07,4.563876039830431e-07
"(-6.9100000000000001, 36.090000000000003)",shrubland biome,0.004611612869133254,7.418067507991132e-07,7.418067500678588e-07,7.418067497842249e-07,7.418067481442377e-07,7.418067546990755e-07,7.418067517613425e-07,0.09443183332639866,7.418067564773101e-07,0.026700939955153647,7.418067459217445e-07,7.4180675454896e-07,7.418067610258961e-07,7.418067485897754e-07,0.874243744941275,7.418067483911924e-07,7.418067757587567e-07,7.418067463730156e-07,7.418067487322987e-07,7.418067484096363e-07
"(-6.9100000000000001, 36.119999999999997)",shrubland biome,5.610708171568325e-05,5.752416055673566e-07,5.752416046230566e-07,5.752416042189419e-07,5.75241604373336e-07,5.752416108661571e-07,5.752416055725211e-07,0.16084501672607082,5.752416093769386e-07,0.008814143448285905,5.752416034254201e-07,5.752416076970961e-07,5.752416122815719e-07,5.752416041385714e-07,0.8302755288782366,5.752416042922886e-07,5.752416033704374e-07,5.752416028122197e-07,5.752416035489405e-07,5.752416046984817e-07
"(-6.9100000000000001, 36.140000000000001)",shrubland biome,0.03840084245705757,1.1107408748318554e-06,1.110740890316783e-06,1.1107408736761963e-06,0.002971935335688695,0.0015358918943024112,1.1107408838889992e-06,0.12715633583225924,0.006784324093785671,0.061201705595984444,1.1107408690870453e-06,1.1107408819020998e-06,1.110740890081109e-06,0.00213843309678901,0.7597972028035703,1.1107408874411525e-06,1.1107408803334412e-06,1.110740876990313e-06,1.1107408796071257e-06,1.110740874480632e-06
"(-6.9100000000000001, 36.159999999999997)",shrubland biome,0.0029678310396666152,5.578987416827683e-07,0.0028703004780598813,5.578987413156265e-07,5.578987433375939e-07,0.00984768729384907,5.578987411183683e-07,0.04602178877208578,0.009180915324532288,0.02328910534350215,0.0010536580573738254,0.01713426679922561,0.007328851800417988,5.578987436719998e-07,0.8761847555126068,5.578987396545286e-07,0.004115818490018064,5.578987362263786e-07,5.578987391115234e-07,5.578987358565331e-07
"(-6.8899999999999997, 36.119999999999997)",shrubland biome,1.316413067488142e-06,1.316413060577303e-06,1.3164130487581084e-06,1.3164130666815767e-06,1.3164130578916782e-06,0.004947476662330662,1.316413050932021e-06,0.28801017454996775,0.003438166135134739,0.0016119941534718592,1.316413060541386e-06,0.03704096499345944,1.316413063083891e-06,1.3164130692632382e-06,0.6649327937228569,1.3164130454310947e-06,1.316413049939908e-06,1.316413044138201e-06,1.316413047420128e-06,1.3164130466561015e-06
"(-6.8899999999999997, 36.140000000000001)",shrubland biome,0.002111196085044485,4.6400268378801954e-07,4.6400275166617336e-07,4.6400267518471384e-07,4.6400268199304566e-07,4.640026797198994e-07,4.6400267997241193e-07,0.043463022041371153,4.640026838268581e-07,0.7654388610884867,4.640026742658347e-07,4.640026838224473e-07,0.02209183133647752,4.6400271817188293e-07,0.16688812940830572,4.6400268212837167e-07,4.640026819068003e-07,4.640026810684999e-07,4.640026770761194e-07,4.6400267994181694e-07
"(-6.8799999999999999, 36.090000000000003)",shrubland biome,0.043134199047910195,4.0665614987685086e-07,4.0665615236984606e-07,4.06656149005788e-07,4.066561489780461e-07,4.0665615211953433e-07,4.0665615318406e-07,0.24650295127504737,4.0665615407887363e-07,0.4529035231256062,4.066561489750441e-07,4.0665615089000597e-07,0.0035917182313317236,4.066561491303621e-07,0.25386150847784916,4.066561493555802e-07,4.066561504976244e-07,4.066561484538632e-07,4.0665614932524845e-07,4.0665614911505097e-07
"(-6.8799999999999999, 36.170000000000002)",shrubland biome,0.020336939540009633,4.447725896651226e-07,4.4477259259736073e-07,4.447725903417462e-07,4.447725919514417e-07,4.4477259777386346e-07,4.447725953667234e-07,0.02630363150200526,0.000129983762336398,0.2822217884970748,4.4477258946269614e-07,4.4477259559617654e-07,0.004045129653358552,4.447725912196881e-07,0.6669563002289249,4.4477259306030654e-07,4.4477259321656956e-07,4.447725895733539e-07,4.4477259005337287e-07,4.4477259063076823e-07
"(-6.8700000000000001, 36.100000000000001)",shrubland biome,0.016264192165760246,3.43895513825517e-07,3.4389551469455705e-07,3.438955115202796e-07,3.4389551229255435e-07,3.4389551509026633e-07,3.4389551444651896e-07,0.3651768429528243,3.4389551590081074e-07,0.5599933944363469,3.4389551176416525e-07,3.4389551373366667e-07,3.438955188629571e-07,3.4389551229164676e-07,0.058560068116850716,3.438955127094363e-07,3.438955139867479e-07,3.438955120180451e-07,3.438955120026255e-07,3.4389551289780656e-07
"(-6.8700000000000001, 36.159999999999997)",shrubland biome,0.02871146292727123,2.5484329802550535e-07,2.548433003710407e-07,2.5484329906379865e-07,2.548433002293175e-07,0.0018258992349317778,2.548433031750904e-07,0.032898916193733155,2.5484330289994994e-07,0.20651554253898527,2.548432981553325e-07,2.548433027578656e-07,0.006690736531226764,2.548433007619898e-07,0.7233538747676476,2.548433010595675e-07,2.5484330063484244e-07,2.5484329880604933e-07,2.5484329897552824e-07,2.5484329927764345e-07
"(-6.8600000000000003, 36.119999999999997)",shrubland biome,0.029538649865350604,3.961588454886224e-07,3.961588463918281e-07,3.9615884675688267e-07,3.961588474269015e-07,3.9615885162757733e-07,3.961588480091889e-07,0.46996388271990996,3.9615885279716964e-07,0.07945187223606455,3.961588454271679e-07,3.9615885359865657e-07,3.961588513410304e-07,3.961588455640974e-07,0.42103925663710007,3.96158847666247e-07,3.9615884685969034e-07,3.9615884787108574e-07,3.961588455339378e-07,3.9615885240228193e-07
"(-6.8600000000000003, 36.140000000000001)",shrubland biome,0.002059019461474896,3.8484629435936846e-07,3.848462948555762e-07,3.8484629489123066e-07,3.848462946228306e-07,3.848462979696633e-07,3.8484629557453013e-07,0.20248392077523147,0.0016049276766486082,0.07122449917359644,3.8484629518440295e-07,3.8484629908636494e-07,3.8484630078652756e-07,3.8484629440391254e-07,0.7226218602186143,3.8484629453959176e-07,3.8484629557559427e-07,3.848462932000104e-07,3.848462950649794e-07,3.8484629419738934e-07
"(-6.1299999999999999, 36.439999999999998)",shrubland biome,0.08859784151044714,1.4162300236388554e-06,1.4162302129696187e-06,9.860223719612578e-05,0.0004333660168529723,1.4162300157465914e-06,1.416230006960028e-06,0.017591353127661264,1.4162301317954057e-06,0.6931601346778525,1.4162300004389198e-06,1.4162300108524706e-06,0.005918361156421524,1.4162313930791272e-06,0.19418193028171526,1.4162300067478298e-06,1.4162300247100679e-06,1.416230020408319e-06,1.4162300036773288e-06,1.4162300020131174e-06
"(-6.1200000000000001, 36.460000000000001)",shrubland biome,2.1293661967629008e-05,4.5132056670150314e-07,4.5132056695310215e-07,4.5132056482206356e-07,4.513205673569633e-07,9.03930289873536e-05,4.5132056962162297e-07,4.5132057301170283e-07,0.07537434493737409,0.0011879311970303663,4.5132056491759447e-07,4.513205690893268e-07,0.39706846725589295,4.513205661887776e-07,0.5262512514308014,4.5132056568446406e-07,4.5132057199010025e-07,4.5132056486786125e-07,4.5132056876417686e-07,4.513205662159887e-07
"(-6.1200000000000001, 36.479999999999997)",shrubland biome,1.0763567561199424e-06,0.0031849234472466786,1.076356835037512e-06,1.0763567494478806e-06,1.0763567498314629e-06,1.076356758951663e-06,1.0763567545777154e-06,1.0763567543805844e-06,1.677838067637028e-05,1.076356770394658e-06,1.0763567531961624e-06,1.076356756759742e-06,1.0763568068885856e-06,4.3744647684055944e-05,0.9931011981281204,1.076356749594465e-06,1.0763567504762845e-06,1.07635675026582e-06,1.0763567623789247e-06,0.0036372100448143116
"(-6.1200000000000001, 36.509999999999998)",shrubland biome,3.6693477902271397e-07,3.6693477613862253e-07,3.669347777155284e-07,3.669347745974599e-07,3.669347772538096e-07,3.6693478022875966e-07,3.6693478072455356e-07,2.880857529400086e-05,3.669347801212142e-07,0.010072144251119353,3.669347749360204e-07,4.463797076782813e-05,3.6693478263615303e-07,3.6693477693846817e-07,0.98984853824638,3.669347758038052e-07,3.6693477587307045e-07,3.669347751071977e-07,3.669347754176067e-07,3.6693477642707166e-07
"(-6.0999999999999996, 36.490000000000002)",shrubland biome,3.5901486659400653e-07,3.5901486599151464e-07,3.5901486643409047e-07,3.590148637454621e-07,3.5901486498691975e-07,3.5901486938894934e-07,3.5901486757628994e-07,3.5901486752053225e-07,6.04362008032028e-05,3.590148678700171e-07,3.590148642237645e-07,9.233255703807995e-05,3.5901486705297446e-07,3.5901486600808546e-07,0.9998411279894328,3.59014865206836e-07,3.5901486563795457e-07,3.5901486437207113e-07,3.590148674259109e-07,3.590148658547602e-07
"(-6.0899999999999999, 36.439999999999998)",shrubland biome,9.363822019892657e-07,0.0032421743590485695,9.363822033753007e-07,9.36382200001545e-07,9.363822263710896e-07,0.000927013512548121,9.363822026285889e-07,0.09373839872924453,0.0013020691285323277,9.363822107991709e-07,9.363822050106039e-07,0.00027669543174386205,9.36382204987324e-07,9.363822067869735e-07,0.8985630127361313,9.363821978346233e-07,9.363821965193446e-07,9.363821989142368e-07,9.363822054684116e-07,0.0019384631340907386
"(-6.0899999999999999, 36.460000000000001)",shrubland biome,0.0004761928528975849,3.54808723945005e-07,3.548087259069162e-07,3.5480872392330187e-07,3.5480872711276187e-07,3.548087307411577e-07,3.548087283613686e-07,0.0016896471335041668,0.010092683071286397,0.11051120999829107,3.5480872340606475e-07,3.5480872949992317e-07,0.0071969612949294055,3.5480872463013244e-07,0.8700283383269297,3.5480872569530845e-07,3.5480872615057437e-07,3.548087233614439e-07,3.548087243235913e-07,3.548087245709681e-07
"(-6.0899999999999999, 36.509999999999998)",shrubland biome,2.7603873767198935e-07,2.760387353845903e-07,2.760387362919379e-07,2.76038736473705e-07,2.760387356581764e-07,2.760387385153327e-07,2.7603873883541743e-07,2.760387380864163e-07,2.7603873798749954e-07,0.0035428262394724044,2.760387369281174e-07,2.760387392669967e-07,0.0013922052142690542,2.760387355056846e-07,0.9950602758877338,2.760387356118293e-07,2.76038734960647e-07,2.760387350854284e-07,2.760387368513625e-07,2.760387355078085e-07
"(-6.0800000000000001, 36.509999999999998)",shrubland biome,3.982604018282268e-07,0.0004289565519790407,3.982604023757017e-07,3.982604026061417e-07,3.982604024323983e-07,3.9826040779119284e-07,3.982604025467292e-07,6.170161386887398e-05,3.9826041792225064e-07,2.7801805666614464e-05,3.9826040206106133e-07,3.9826041785912344e-07,3.982604072767194e-07,3.9826040201495733e-07,0.9960294677581781,3.982604001494562e-07,3.982604003414829e-07,3.982604009491436e-07,3.9826040351601935e-07,0.003446098364235707
"(-6.0700000000000003, 36.469999999999999)",shrubland biome,0.0001005490196017299,1.9748717449464127e-07,1.9748717519779164e-07,1.9748717386557544e-07,1.974871757087601e-07,3.385928745505851e-05,1.974871783930763e-07,0.002532655720145287,1.9748717808494542e-07,0.0007039199470767406,1.974871740055973e-07,0.00014623654645603589,1.9748717672195835e-07,1.97487177660832e-07,0.9963189357761284,1.9748717484802937e-07,1.9748717413826852e-07,4.458050237041915e-06,0.00015701580679212252,1.974871746412983e-07
"(-6.0700000000000003, 36.490000000000002)",shrubland biome,1.604019051262642e-07,0.0007651770146492354,1.6040190478327511e-07,1.6040190358920366e-07,1.6040190345912484e-07,1.6040190644598462e-07,1.6040190398189306e-07,0.00029469341065463807,1.6040190486670193e-07,1.6040190540792922e-07,1.6040190340483638e-07,1.6040190478888605e-07,0.0004040994362181722,1.6040190516156291e-07,0.9746640085899303,1.6040190369672118e-07,1.6040190362327768e-07,1.6040190419109146e-07,1.6040190422252414e-07,0.02386961551998112
"(-6.0599999999999996, 36.439999999999998)",shrubland biome,0.0009461249210892634,4.695144305178178e-07,4.6951443349077e-07,4.6951443494403687e-07,4.695144354695777e-07,4.6951443934757434e-07,4.695144375102951e-07,0.057990236526246464,4.695144363465343e-07,0.2681068184608762,4.69514431806829e-07,4.69514437488297e-07,0.0010094088266866085,0.000501576524951632,0.6714392615380719,4.69514435169829e-07,4.6951443199122464e-07,4.6951443097923843e-07,4.6951443044344425e-07,4.695144323815556e-07
"(-6.0599999999999996, 36.460000000000001)",shrubland biome,0.000114746359138658,2.0184567908062903e-07,2.018456796922773e-07,2.7382584087053077e-05,2.018456787287377e-07,2.0184568082884762e-07,0.0001211979630870839,0.005670328959471025,2.0184568048431295e-07,0.25513823757743126,2.01845677495825e-07,2.0184567984428329e-07,2.0184568142025958e-07,2.0184567795598736e-07,0.738925280717277,2.0184567859099968e-07,2.0184567886797056e-07,2.018456786620539e-07,2.0184567814578296e-07,2.0184567821799308e-07
"(-6.0599999999999996, 36.490000000000002)",shrubland biome,2.1170025089525128e-07,2.1170025928113514e-07,2.1170025093923402e-07,2.1170024970072847e-07,2.1170025182450116e-07,0.00010834070566194143,2.1170025027438418e-07,2.1170025371865477e-07,2.1170025484980353e-07,2.1170025037714566e-07,2.1170025022952245e-07,2.117002518298997e-07,3.287637300683272e-05,2.1170025094256464e-07,0.9600683670249182,2.1170025016242027e-07,2.1170025141105e-07,2.1170025059687654e-07,2.1170025134774165e-07,0.0397870286923848
"(-6.0499999999999998, 36.439999999999998)",shrubland biome,3.913710584441641e-07,3.9137105880044096e-07,3.913710550749572e-07,3.913710538146746e-07,3.913710549301048e-07,3.913710583171634e-07,3.91371058455335e-07,0.01779856433854689,3.913710569116253e-07,0.15906814786915052,3.9137105299505163e-07,3.9137105757550617e-07,0.010299140449787032,3.913710538323534e-07,0.8128278854056259,3.913710547723689e-07,3.9137105455150114e-07,3.913710526104754e-07,3.9137105490040243e-07,3.9137105381452266e-07
"(-6.0499999999999998, 36.509999999999998)",shrubland biome,6.185439589089802e-07,0.0002638334230084099,6.185439566290656e-07,6.185439508376467e-07,6.185439541819951e-07,6.185439591597671e-07,6.185439583978569e-07,0.0004447613606756152,6.185439632170481e-07,6.185439569681197e-07,6.185439696338956e-07,0.0005386605891152169,0.0018978006718901187,6.185439573485258e-07,0.9958112030197488,6.185439543819062e-07,6.185439605944492e-07,6.18543955872046e-07,6.185439530256875e-07,0.0010350813201526368
"(-5.3799999999999999, 37.450000000000003)",shrubland biome,4.2076563042798585e-07,4.2076563207803065e-07,4.207656354542957e-07,4.2076562616108247e-07,4.2076562836900974e-07,0.012329669181523258,4.20765634802598e-07,4.2076563804063676e-07,4.207656308476893e-07,4.207656304085432e-07,4.207656273332125e-07,0.0008525740341575446,4.2076562805160945e-07,4.207656353687028e-07,0.9868106037685958,4.207656292971783e-07,4.2076562817148087e-07,4.207656281225494e-07,4.207656322872445e-07,4.2076562824195845e-07
"(-5.3799999999999999, 37.469999999999999)",shrubland biome,2.74282209773504e-07,2.7428220583219907e-07,2.7428220714875604e-07,2.7428220599775695e-07,2.7428220459980133e-07,2.742822075442334e-07,2.7428220912256303e-07,2.742822083751258e-07,2.742822060898218e-07,0.18399350266867256,2.742822050412338e-07,2.742822070677044e-07,2.742822105116297e-07,2.742822045874821e-07,0.8160015602516109,2.742822052663774e-07,2.7428220568840845e-07,2.7428220402941274e-07,2.742822049968669e-07,2.74282204840787e-07
"(-5.3799999999999999, 37.5)",shrubland biome,2.0527727241641712e-07,2.0527726923504973e-07,2.052772704012927e-07,2.0527726889032304e-07,2.0527726946014042e-07,2.0527727105417882e-07,0.000180824321504512,2.0527727070629733e-07,2.052772701065908e-07,0.22102327847976222,2.0527726874565286e-07,2.0527727051325143e-07,2.0527727069868523e-07,2.0527726884478533e-07,0.7787924074851444,2.0527726999477303e-07,2.0527727031847075e-07,2.05277268599378e-07,2.0527726902483076e-07,2.0527726973881699e-07
"(-5.3799999999999999, 37.520000000000003)",shrubland biome,3.2442042967495525e-07,3.2442042609857346e-07,2.4659746736914256e-05,3.244204244067843e-07,3.2442042711572244e-07,3.244204304957586e-07,0.0013507363273054997,3.2442043038121466e-07,3.2442042623119537e-07,0.020943100083961323,3.244204244372887e-07,2.6329612918419047e-05,3.244204297453397e-07,3.244204255366054e-07,0.9776503079226778,3.2442042541195807e-07,3.2442042599656645e-07,3.244204238578109e-07,3.244204259533287e-07,3.2442042487632276e-07
"(-5.3600000000000003, 37.5)",shrubland biome,1.8141313721435498e-07,1.8141313783872457e-07,1.8141313861258625e-07,1.8141313620099158e-07,1.8141313628560273e-07,1.8141313915472427e-07,1.8141315804477313e-07,1.814131368839128e-07,1.8141313745081e-07,1.8141313773783384e-07,1.8141313595994876e-07,1.8141313931489618e-07,1.8141313701339845e-07,1.8141313818595603e-07,0.9999965531503685,1.8141313672151879e-07,1.8141313630394605e-07,1.814131372873772e-07,1.814131384354009e-07,1.8141313676733162e-07
"(-5.3600000000000003, 37.509999999999998)",shrubland biome,3.4245872556575775e-07,3.424587214787413e-07,0.00019801441569448016,3.424587193521886e-07,3.4245872020654e-07,3.424587226175086e-07,0.010612027211738583,3.4245872198600064e-07,3.424587203607914e-07,0.06212729433997097,3.424587188294215e-07,3.424587218146476e-07,3.4245872269662603e-07,3.4245872434635827e-07,0.9270571846930593,3.424587198357478e-07,3.4245872042658144e-07,3.42458717862215e-07,3.4245871974937335e-07,3.4245871972234586e-07
"(-5.3499999999999996, 37.450000000000003)",shrubland biome,5.401901550710654e-07,5.401901513753211e-07,5.401901536621534e-07,5.401901493586182e-07,5.401901531208412e-07,5.401901569086014e-07,0.019144189026168122,5.401901610867731e-07,5.401901538101802e-07,7.793584872780987e-05,5.40190151766296e-07,0.0021920645899037986,5.401901572119422e-07,5.40190152153721e-07,0.9785771674927523,5.401901502677103e-07,5.401901497101963e-07,5.401901483598788e-07,5.401901524029622e-07,5.401901516259627e-07
"(-5.3499999999999996, 37.469999999999999)",shrubland biome,1.11359236977278e-05,3.0388856062830476e-07,3.038885613809297e-07,3.0388855919270573e-07,3.038885592324217e-07,3.038885625638433e-07,3.038885635037913e-07,3.0388856113316673e-07,3.0388856017633587e-07,3.038885644364243e-07,1.4934706998131193e-05,3.0388856090712614e-07,3.038885622807124e-07,3.0388855945669594e-07,0.9999687632637703,3.0388856028838255e-07,3.038885596101635e-07,3.038885585846465e-07,3.0388856067717634e-07,3.0388856001809894e-07
"(-5.3399999999999999, 37.469999999999999)",shrubland biome,3.0313135286340606e-07,0.19225453678720775,3.031313534097107e-07,3.031313478022252e-07,3.0313135149163213e-07,3.031313521498928e-07,3.0313135259658184e-07,3.031313545404992e-07,5.135824201911328e-05,3.0313134826380514e-07,3.0313134829493143e-07,0.00012851017190244185,3.0313136537878976e-07,3.0313135427799757e-07,0.7673739785888376,3.0313134967396983e-07,3.031313494118176e-07,3.0313134945912676e-07,0.022985371435498052,0.017202000935605484
"(-5.3399999999999999, 37.490000000000002)",shrubland biome,1.744238808542061e-07,1.744238819279349e-07,1.6579345257283214e-05,1.7442387832457663e-07,1.7442387861807884e-07,1.7442388077908758e-07,1.7442388196628666e-07,1.7442388040055406e-07,1.7442387951150794e-07,0.2195462901449909,1.7442387852591673e-07,1.7442388056828612e-07,1.7442388010159683e-07,1.7442387969289787e-07,0.7802784266211186,1.7442387897524891e-07,1.7442387907883414e-07,1.744238789840224e-07,0.00015591310655440867,1.7442388083231767e-07
"(-5.3300000000000001, 37.450000000000003)",shrubland biome,5.412134083270642e-07,5.412134035399513e-07,5.412134068406686e-07,5.412134032849471e-07,5.412134034600641e-07,5.412134093836604e-07,5.412134111418196e-07,5.412134091337948e-07,5.412134054740562e-07,0.029036385839729298,5.412134040535368e-07,5.412134074100892e-07,5.412134100686491e-07,5.41213406574505e-07,0.9709538723189611,5.412134030896617e-07,5.412134031906854e-07,5.412134020508891e-07,5.41213407722838e-07,5.412134048001832e-07
"(-5.3300000000000001, 37.520000000000003)",shrubland biome,2.628134798872342e-07,2.62813472653508e-07,2.6281347399316356e-07,2.6281348727733405e-07,2.62813471767887e-07,2.628134754472685e-07,2.628134757462519e-07,2.628136093403922e-07,2.628134778648407e-07,2.628134782482276e-07,2.628134771045249e-07,0.0003801991554157214,2.628136129396159e-07,2.628134756634237e-07,0.9996150702017539,2.62813472276447e-07,2.6281347253440077e-07,2.62813471659893e-07,2.628134733748883e-07,2.628134725515153e-07
"(-5.3200000000000003, 37.450000000000003)",shrubland biome,4.7054395500684676e-07,4.705439520500145e-07,4.70543954899849e-07,4.7054395040196834e-07,4.7054395313790996e-07,4.7054395690206905e-07,4.705439595554518e-07,4.705439544940584e-07,4.7054395867303686e-07,4.705439588266385e-07,4.7054395063310425e-07,4.705439554806745e-07,4.705439572379086e-07,4.7054395187866043e-07,0.9999910596648677,4.705439508864907e-07,4.705439522240428e-07,4.7054394999317626e-07,4.7054395884559986e-07,4.7054395125187924e-07
"(-5.3099999999999996, 37.469999999999999)",shrubland biome,8.60318667140721e-07,0.26998417431931215,8.603186711148685e-07,0.14598158300919176,8.60318666767419e-07,8.603186774968258e-07,8.603186691250679e-07,8.603186737132023e-07,8.60318681975517e-07,8.603186655550656e-07,8.603186694581775e-07,0.0005123667868549188,8.603186742443973e-07,8.603186687552013e-07,0.5816849140422503,8.603186668349939e-07,8.603186650681078e-07,8.603186691645014e-07,0.0018240570623345444,8.603186698403465e-07
"(-5.3099999999999996, 37.490000000000002)",shrubland biome,3.639089673915112e-07,3.6390896736924405e-07,3.63908970851989e-07,3.6390896975805944e-07,3.6390896809790515e-07,3.639089716584249e-07,3.6390897191590044e-07,0.00023665452906222937,7.45577890425706e-05,3.639089705515899e-07,3.639089658316374e-07,3.6390897290000905e-07,3.6390897233949733e-07,3.639089674550605e-07,0.9996826012294281,3.639089652850563e-07,3.6390896653482125e-07,3.639089654549112e-07,3.639089681461046e-07,3.639089658399174e-07
"(-5.3099999999999996, 37.509999999999998)",shrubland biome,5.260001985601445e-07,0.005451588262342788,5.26000196707055e-07,5.260001913368974e-07,5.260001954880621e-07,0.0037160912079443973,5.260001987128266e-07,5.260002005405514e-07,0.011358237937877382,0.034551541615207855,5.260001933252169e-07,0.07346032086338271,5.260001987947652e-07,5.260001937613827e-07,0.8714548561105047,5.260001927915337e-07,5.26000194208624e-07,5.260001913282332e-07,5.26000201633554e-07,5.260001929412289e-07
"(-3.3900000000000001, 36.509999999999998)",shrubland biome,0.010170572564306478,9.93463022973108e-07,9.934630296129142e-07,9.93463028550367e-07,9.934630197323713e-07,9.934630275079203e-07,9.934630238542424e-07,0.013252450763578625,9.934630250452114e-07,0.924252756453031,9.934630484166679e-07,9.934630240954333e-07,0.016617121649091605,9.934630211784757e-07,0.0356921966246241,9.934630193805769e-07,9.93463021459236e-07,9.934630159031888e-07,9.934630183886877e-07,9.934630222720354e-07
"(-3.3900000000000001, 36.530000000000001)",shrubland biome,4.393325738502116e-07,4.393325694875594e-07,4.393325736178464e-07,4.393325721377016e-07,4.393325706340634e-07,4.393325756117872e-07,0.00016416722929499115,0.0214381122527394,4.3933257483730024e-07,0.9487672411762188,4.3933256809251003e-07,4.393325751844709e-07,4.3933257577461616e-07,4.3933256900012817e-07,0.028871017642690518,4.3933257494133744e-07,4.393325696783478e-07,4.3933256892931966e-07,0.00011534741411940605,0.0006379636289251713
"(-3.3900000000000001, 36.57)",shrubland biome,4.168612097748056e-07,4.168612063637769e-07,4.1686120966256186e-07,4.1686120350994365e-07,4.1686120596665816e-07,4.168612105444992e-07,4.168612125088347e-07,0.020497640310404176,4.168612131445391e-07,0.9759234741250303,4.168612033417925e-07,4.1686120859717917e-07,4.168612095645477e-07,4.168612090730781e-07,0.0035717989240342408,4.1686120535762966e-07,4.16861205194271e-07,4.168612035985463e-07,4.1686120597492086e-07,4.168612090737934e-07
"(-3.3799999999999999, 36.560000000000002)",shrubland biome,9.591038297794197e-07,9.591038242336227e-07,9.591038245006034e-07,9.591038203415912e-07,9.591038231859844e-07,9.591038339396944e-07,9.59103829234872e-07,0.16085086416145983,9.591038246695693e-07,0.8383666980742286,0.0003081183305420243,9.59103828658098e-07,9.591038318267506e-07,9.591038241440462e-07,0.00045897377256495206,9.591038204017259e-07,9.591038260730517e-07,9.59103817044481e-07,9.59103823062915e-07,9.591038233799197e-07
"(-3.3700000000000001, 36.509999999999998)",shrubland biome,6.454111401386444e-07,6.454111340201861e-07,6.454111333380811e-07,6.454111295675632e-07,6.454111328336634e-07,6.454111388691573e-07,6.454111348637628e-07,0.13330176048010178,6.454111396866761e-07,0.807497878949075,6.454111332119777e-07,6.454111385366094e-07,0.0580426075377734,6.454111320907963e-07,0.0011474264549034693,6.454111305897243e-07,6.454111368013481e-07,6.454111291801275e-07,6.454111312344787e-07,6.45411131512853e-07
"(-3.3700000000000001, 36.549999999999997)",shrubland biome,3.120494857472597e-07,3.120494807218629e-07,3.120494817075909e-07,3.1204947962919794e-07,3.1204948117224845e-07,3.1204948533270684e-07,3.1204948388661064e-07,0.017123200303980228,3.1204948524403e-07,0.82279057904845,3.1204947993394886e-07,0.0001268160175878791,3.120494859315275e-07,3.1204948022500574e-07,0.15947206076965673,3.1204948176561557e-07,3.120494817991075e-07,3.1204947961413574e-07,3.120494801398458e-07,0.0004826631180923943
"(-3.3700000000000001, 36.57)",shrubland biome,0.0005666809729431713,4.939198496175419e-07,4.939198519917175e-07,4.939198495631985e-07,4.93919850619135e-07,4.93919858005018e-07,4.939198554970215e-07,0.037697209422076834,4.939198566295131e-07,0.9094449420394384,4.939198601935147e-07,0.000948995628912101,0.010268075477958397,4.939198500246774e-07,0.041067181580731464,4.939198526407968e-07,4.939198507596646e-07,4.939198492428238e-07,4.939198501249202e-07,4.93919854577556e-07
"(-3.3599999999999999, 36.530000000000001)",shrubland biome,3.59363214098489e-07,3.593632129087756e-07,3.593632116098175e-07,3.593632165237986e-07,3.59363212350343e-07,3.593632147156015e-07,3.5936321412051005e-07,0.024113950669906875,0.000915151420213985,0.9748087066704265,3.59363212026092e-07,3.5936321388244863e-07,3.5936321705283927e-07,3.5936321047331747e-07,0.00015644142803969335,3.593632109665629e-07,3.593632115436744e-07,3.593632131154571e-07,3.593632128713916e-07,3.5936321450254546e-07
